,기사작성일,기사제목,주가변동
4421,2021.08.26,"충주시평생학습관, 카카오톡 채널 운영",1
4422,2021.08.26,"대리운전·택시노동자 ""카카오모빌리티 독점 횡포""",1
4423,2021.08.26,한은 기준금리 인상에 금융주 '강세'…카카오뱅크 2%↑,1
4424,2021.08.26,"[마감시황] 펄어비스 신작 도깨비 공개에 25.57%↑, 카카오게임즈·SK바이오사이언스도 상승",1
4425,2021.08.26,"원할머니 보쌈족발, 카카오톡 채널 시식 후기 이벤트 진행",1
4426,2021.08.26,"넷마블, 카카오뱅크 주식 161만주 처분",1
4427,2021.08.26,"[오늘e유통] ""졸업식∙추석 선물 여기서""…카카오톡 선물하기, '톡 백화점' 기획전 外",1
4428,2021.08.26,"해피톡, 클릭 한 번으로 카카오 채널 추가 유도하는 ‘마케팅싱크’ 서비스 오픈",1
4429,2021.08.26,카카오뱅크 전세대출 증액 불가? 케이뱅크도 NO… 비대면의 한계,1
4430,2021.08.26,"고요한 마감 더존비즈온, 보합...NAVER·카카오 소폭 하락",1
4431,2021.08.26,"재벌 된 카카오, 규제 앞에선 중소기업?···대기업들의 불편한 시선",1
4432,2021.08.26,"희비 엇갈린 게임주…엔씨소프트·넷마블 급락, 펄어비스·카카오게임즈 급등",1
4433,2021.08.26,"에이치이엠파마, 카카오 챗봇 서비스 개시",1
4434,2021.08.26,"멜로망스, 카카오엔터 '고백프로젝트' 합류…뜨거운 감자 '고백' 리메이크 29일 발표",1
4435,2021.08.26,"한국SW산업협회, 카카오엔터프라이즈와 클라우드 SW생태계 조성 협력",1
4436,2021.08.26,"카카오뱅크 '26주적금with해피포인트', 40만좌 개설",1
4437,2021.08.26,게임 슈퍼 위크 '이변'...엔씨 쇼크에 카카오게임즈 '안도 랠리',1
4438,2021.08.26,"""카카오페이X삼성카드 나와” 최대 10% 적립 네이버·현대카드 출격",1
4439,2021.08.26,"과일엔, 카카오 쇼핑하기 톡딜 마무리",1
4440,2021.08.26,카카오뱅크 상장 후 수법 교묘해진 보이스피싱 대출사기 주의보,1
4441,2021.08.26,[코스피] 외국인 순매수 TOP5 카카오뱅크·카카오·LG화학·SK이노베이션·포스코케미칼,1
4442,2021.08.26,"크래프톤 관련주 상승세, '카카오게임즈·넵튠·크래프톤' 등",1
4443,2021.08.26,"게임주 혼조, 펄어비스 카카오게임즈 급등 썸에이지 엔씨소프트 급락",1
4444,2021.08.26,[오늘 주가마감] 시총 Top5- 삼성전자·SK하이닉스·네이버·카카오·삼성바이오로직스,1
4445,2021.08.26,추가 전세대출 안된다는 카카오뱅크… 이유 물으니 “전산 미비”,1
4446,2021.08.26,"[내일의 눈] 구글과 카카오, 그리고 공정경제",1
4447,2021.08.26,[업앤다운]은행주 상승...카카오뱅크↑·하나금융↓,1
4448,2021.08.26,[특징주]카카오게임즈 주가 상승세 신작 '프렌즈샷' 관심 UP!,1
4449,2021.08.26,[크아수-22]페북부터 카카오까지...인터넷 기업에 암호화폐는 어떤 의미?,1
4450,2021.08.27,"카카오뱅크, 담보대출 경력직원 대규모 채용",1
4451,2021.08.27,"롯데제과, 한솔제지와 제 2의 카카오판지 개발 추진",1
4452,2021.08.27,"카카오뱅크, 주담대 준비 박차…대규모 채용 나서",1
4453,2021.08.27,"카카오게임즈 ‘이터널리턴’, 한국 대회 ‘ERC:K’ 열린다",1
4454,2021.08.27,"카카오게임즈 프렌즈팝, 6주년 기념 업데이트",1
4455,2021.08.27,정부 인정 첫 민간인증서는 '페이코'…네이버·카카오보다 빨랐다,1
4456,2021.08.27,"카카오VX, 솔라시도CC와 ‘스마트 골프장’ 구축 협약",1
4457,2021.08.27,"콘텐츠 편집도, 소비도 취향대로… ‘카카오 뷰’의 실험",1
4458,2021.08.27,"[단독] ""카카오뱅크 너마저""… 신용대출 한도 연봉 이내로 축소",1
4459,2021.08.27,5대 시중은행 모두 신용대출 '연 소득 이내'로…카카오뱅크도 동참,1
4460,2021.08.27,"네고왕-쿤달, 카카오쇼핑라이브에서 만나다",1
4461,2021.08.27,5대 시중은행 모두 신용대출 '연 소득 이내'로…카카오뱅크도 동참,1
4462,2021.08.27,"카카오게임즈 ‘이터널리턴’, 한국 대회 ‘ERC:K’ 열린다",1
4463,2021.08.27,"고승범, 이해충돌 논란에 “나는 카카오와 관련 없어”",1
4464,2021.08.27,[송대리의 잇(IT)트렌드] 요금 인상 눈치 보는 카카오T? 플랫폼의 역설,1
4465,2021.08.27,"카카오게임즈 프렌즈팝, 6주년 기념 업데이트",1
4466,2021.08.27,"[팀장 칼럼] ‘네이버·카카오’의 달콤한 서비스, 독이 되다",1
4467,2021.08.27,"노형욱 ""카카오 '콜몰아주기', 공정위 결과 나오면 필요조치 하겠다""",1
4468,2021.08.27,"카카오T에 맞선 수원e택시, '호출비·수수료 0원'",1
4469,2021.08.27,"카카오게임즈 가디언테일즈, 새 영웅 카마엘 업데이트",1
4470,2021.08.27,네이버 현대카드 떴다...카카오페이 삼성카드와 격돌,1
4471,2021.08.27,[브리핑] 엔씨소프트·넷마블·카카오게임즈,1
4472,2021.08.27,"ESG로 눈 돌린 골프엽계, 카카오VX 이어 골프존 유통도 참여",1
4473,2021.08.27,카카오모빌리티 IPO 향한 '무리수'...원인은 주주 압박?,1
4474,2021.08.27,"스테이지파이브, 교육용 리틀카카오프렌즈 크롬북 선봬",1
4475,2021.08.27,"카카오, 기업용 광고문자 시장까지 진입…""금융사기범죄 온상 우려""",1
4476,2021.08.27,"롯데제과, 한솔제지와 친환경 MOU 체결… “제2의 카카오 판지 개발”",1
4477,2021.08.27,"'연중' 박지윤, ♥조수용 카카오 대표 ""올 상반기 급여 43억원""…부자와 결혼한 스타 1위 [종합]",1
4478,2021.08.27,"DB손보, 카카오페이 제휴 암보험 출시",1
4479,2021.08.27,잠잠한 마무리...NAVER·카카오·더존비즈온,1
4480,2021.08.27,"고승범 금융위원장 후보 ""카카오뱅크와 관계없다""",1
4481,2021.08.27,"네이버 vs 카카오, 구독경제 대권 레이스 '점입가경'",1
4482,2021.08.27,"농협홍삼 한삼인, 카카오프렌즈 콜라보 에디션 제품 출시",1
4483,2021.08.27,"[개장시황] 카카오게임즈·포스코 하락세, 펄어비스는 12.5%↑",1
4484,2021.08.27,"""내 동료가 돼라""..네이버 vs 카카오 스타트업 투자戰 가열",1
4485,2021.08.27,"카카오 디지털화폐 플랫폼 선점 바라봐, 김범수 현금없는 세상으로",1
4486,2021.08.27,"CU, 고객용∙점포용 챗봇 상담 오픈 … 카카오톡 기반 AI 상담 챗봇 서비스",1
4487,2021.08.27,"[더벨]카카오모빌리티, 주관 경쟁 포인트 '몸값'보단 '로드맵'",1
4488,2021.08.27,펄어비스 시총 카카오게임즈 제쳐…코스닥 시총 3위,1
4489,2021.08.27,"[더벨]스톤브릿지캐피탈, 카카오VX 새 투자자로 합류",1
4490,2021.08.27,"‘박지윤♥’ 카카오 조수용 대표, 올 상반기 급여+상여금만 약 43억(연중)",1
4491,2021.08.27,"인터파크, 여기어때·야놀자·트립닷컴 인수전쟁…카카오도 '솔솔'",1
4492,2021.08.27,"안나수이, 카카오톡 선물하기 ‘클래식 루즈&주얼리 트레이 세트’ 출시",1
4493,2021.08.27,[두나무 관련주] 카카오·대성창투 '미소' 우리기술투자·한화투자증권 '울상',1
4494,2021.08.27,"'집합금지 위반' 카카오 단체 술판, 직원들뿐만 아니라 카카오도 처벌 대상",1
4495,2021.08.27,"박광재, 카카오TV '우수무당 가두심' 카메오 출연…신스틸러 포인트 예고",1
4496,2021.08.27,네이버 & 카카오 '맞대결' 산업 전방위 확전,1
4497,2021.08.27,[오늘 주가마감] 시총 Top5- 삼성전자·SK하이닉스·네이버·카카오·삼성바이오로직스,1
4498,2021.08.27,"덴탈비타민, 카카오톡 채널 오픈",1
4499,2021.08.27,"카카오게임즈, 상반기 직원 급여 엔씨보다 높았다",1
4500,2021.08.30,"카카오엔터프라이즈, 한국창의재단과 SW·AI 교육 업무협약",1
4501,2021.08.30,"카카오뱅크, '중저신용대출' 한 달 만에 2배 이상 증가",1
4502,2021.08.30,"""코로나 지원금 얼마 받을까"" 네이버·카카오·토스로 확인하세요",1
4503,2021.08.30,"""코로나지원금 얼마 받을까""…네이버앱·카카오톡으로 확인",1
4504,2021.08.30,"카카오, 행안부와 ‘국민비서’ 국민지원금 알림 서비스 시작",1
4505,2021.08.30,"‘라이언과 골프를’…카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시",1
4506,2021.08.30,"카카오페이, 오픈 API 제공 `카카오페이 개발자센터` 운영",1
4507,2021.08.30,"[아!이뉴스] 국민지원금 알림도 네이버·카카오…국내 금융권, RPA 도입 확대",1
4508,2021.08.30,가상자산시장도 인뱅천하(?)…카카오케뱅 업비트서 동맹,1
4509,2021.08.30,"[미래기술25]네이버, 카카오…기업들도 다 뛰어들었다",1
4510,2021.08.30,"제주 드림타워 복합리조트 ""카카오메이커스서 1300여실 판매""",1
4511,2021.08.30,‘한달 천하’에 그친 카카오…시가총액 격차는 3조원 벌어져,1
4512,2021.08.30,[스마트 모빌리티 산업의 게임 체인저] 장성욱 카카오모빌리티 미래사업실 상무,1
4513,2021.08.30,"택시기사들, 카카오모빌리티 고소…""받아야할 호출료 못받아""",1
4514,2021.08.30,셀코리아 와중에 외국인이 찜한 종목…8조원 던지면서도 배터리·카카오 담았네,1
4515,2021.08.30,"카카오뱅크, 8월 중 중저신용자 대출 전월의 두 배로 증가",1
4516,2021.08.30,"카카오·토스, 행정안전부와 국민지원금 알림 서비스 시작",1
4517,2021.08.30,"카카오게임즈, 신작 '프렌즈샷 누구나골프' 정식 출시",1
4518,2021.08.30,카카오뱅크 '중저신용 대출' 한달새 2배 이상 증가,1
4519,2021.08.30,카카오뱅크·케이뱅크 “연말까지 중·저신용자 대출 비중 20%대로 확대할 것”,1
4520,2021.08.30,"카카오뱅크 8월 중저신용대출 비중 12%로 늘어, 7월의 2배 공급",1
4521,2021.08.30,"카카오게임즈, 모바일 신작 '프렌즈샷: 누구나골프' 정식 출시",1
4522,2021.08.30,"카카오게임즈, 프렌즈샷: 누구나골프 정식 출시",1
4523,2021.08.30,"카카오뱅크 “중저신용대출, 8월 한 달간 전월比 2배↑”",1
4524,2021.08.30,"네이버-카카오, '코로나 국민지원금' 알림 서비스 시작",1
4525,2021.08.30,"코로나 상생 국민지원금, 네이버앱·카카오톡에서 확인",1
4526,2021.08.30,"카카오엔터프라이즈, 한국과학창의재단-구름과 AI교육 업무협약",1
4527,2021.08.30,"카카오페이, 오픈 API 제공 '개발자센터' 운영",1
4528,2021.08.30,카카오게임즈 모바일 신작 '프렌즈샷: 누구나골프' 정식 출시,1
4529,2021.08.30,"카카오엔터프라이즈-과학창의재단-구름, AI교육 업무협약 체결",1
4530,2021.08.30,“내 손안에 지갑”...네이버·카카오·토스가 ‘국민지원금’ 알려준다,1
4531,2021.08.30,"THQ,카카오프렌즈와하이난면세점공급계약체결",1
4532,2021.08.30,"롯데관광개발, 카카오 메이커스서 3일 만에 '그랜드 하얏트 제주 패키지' 1281실 판매",1
4533,2021.08.30,"코스피, 기관 '사자'에 3140선…네이버·카카오 1%대 상승",1
4534,2021.08.30,"코스피, 기관 '사자'에 소폭 상승 마감…네이버·카카오 1%대↑",1
4535,2021.08.30,"카카오엔터프라이즈, 구름ㆍ한국과학창의재단과 'SW・AI교육 확산' 위해 맞손",1
4536,2021.08.30,"카카오게임즈, 모바일 신작 '프렌즈샷: 누구나골프' 정식 출시",1
4537,2021.08.30,"카카오페이, 오픈 API 채널 마련…송금·정산·얼굴 인식 기능",1
4538,2021.08.30,"제주 드림타워 복합리조트, 카카오메이커스서 객실 패키지 판매 '순항'",1
4539,2021.08.30,"카카오, '국민비서' 국민지원금 알림 서비스 시작...'각종 행정정보 알림 받자'",1
4540,2021.08.30,"윌라 오디오북, 카카오 브런치와 함께하는 '브런치북 오디오북출판 프로젝트' 수상작 발표",1
4541,2021.08.30,"무서운 상승세 카카오VX, 스크린골프 업계 1위가 뒤바뀔까?",1
4542,2021.08.30,"네이버·카카오톡 앱에서 '국민비서' 알림 받는다…""코로나 지원금도 확인""",1
4543,2021.08.30,인터넷주 빨간 마감...NAVER·카카오·더존비즈온 상승,1
4544,2021.08.30,"카카오게임즈, 모바일 신작 ‘프렌즈샷: 누구나골프’ 정식 출시",1
4545,2021.08.30,"가상자산시장도 ‘빅테크천하’…카카오·케뱅, 업비트 ‘동맹’",1
4546,2021.08.30,"""카뱅은 잘됐는데""…공모가 내리는 카카오페이 '울상'",1
4547,2021.08.30,"롯데관광개발, 카카오메이커스서 '그랜드 하얏트 제주' 패키지 인기",1
4548,2021.08.30,"""네이버·카카오서 코로나 상생지원금 확인하세요""…네이버·카카오, 국민비서 알림 서비스 시작",1
4549,2021.08.30,"삼성, 취업선호도 1위‥카카오·네이버·CJ·신세계 '톱5'",1
4550,2021.09.01,네이버·카카오·넥슨도 사익편취 규제 '사각지대',1
4551,2021.09.01,"카카오엔터테인먼트, ‘글로벌 엔터기업’ 꿈 시동 걸었다",1
4552,2021.09.01,"카카오 엔터, 멜론 합병 완료…1일 공식 출범",1
4553,2021.09.01,급성장한 카카오·네이버 IT대기업…공정위 ‘지배구조 주목’,1
4554,2021.09.01,"카카오 조수용 ""에디터의 시대 왔다…'뷰' 불편함은 잠깐""",1
4555,2021.09.01,"우본, 카카오뱅크 지분 매각 추진…차익만 1조 규모 '잭팟'",1
4556,2021.09.01,"카카오페이, 첫 비기술 직군 공채 실시",1
4557,2021.09.01,"카카오게임즈 '프렌즈샷: 누구나골프', 양대 마켓 인기순위 1위",1
4558,2021.09.01,플랫폼 이용 대가 ‘카카오 청구서’가 도착했습니다!,1
4559,2021.09.01,2분기 은행 BIS 살펴보니…카카오·씨티·SC銀 순,1
4560,2021.09.01,카카오·네이버 계열사 등 사익편취 감시대상 111개 늘어난다,1
4561,2021.09.01,코스피200 특례편입 카카오뱅크·크래프톤 급등,1
4562,2021.09.01,"카카오게임즈, 채용연계형 인턴 프로그램 향후 정착시킨다",1
4563,2021.09.01,"[미리보기] 시사기획 창 : 진격의 거인, 어디까지 카카오?",1
4564,2021.09.01,"조수용 카카오 ""콘텐츠 골라주는 에디터 시대 왔다""",1
4565,2021.09.01,"대구 수성구, 카카오 알림톡 서비스 시행",1
4566,2021.09.01,카카오페이 10월 상장 목표...카카오뱅크 아성 이어갈까,1
4567,2021.09.01,"카카오페이, 첫 비기술 직군 공채 실시...프로덕트 매니저 뽑는다",1
4568,2021.09.01,"카카오페이, 비기술 직군 공채 첫 실시",1
4569,2021.09.01,"카카오페이, '비기술 직군' 공채 첫 실시… 프로덕트 매니저 모집",1
4570,2021.09.01,"구글·애플 울고, 네이버·카카오 웃고…스타트업은 '걱정'",1
4571,2021.09.01,구글·애플 규제 외치는 국회…카카오·네이버 문어발 확장에는 ‘모르쇠’,1
4572,2021.09.01,현대중·카카오페이…공모주 ‘가을 대어’ 낚아라,1
4573,2021.09.01,"카카오톡 선물하기, 명품 남성 패션 브랜드 ‘제냐(ZEGNA)’ 입점",1
4574,2021.09.01,"카카오엔터, 멜론 합병 완료… “글로벌 영향력 확대”",1
4575,2021.09.01,현대重·카카오페이… 하반기도 대형 공모주 줄줄이 출격,1
4576,2021.09.01,"카카오엔터, 멜론 합병 1일 공식 출범... ""스토리·뮤직·미디어 중심 개편""",1
4577,2021.09.01,"카카오 조수용 ""잘 고르고 배열하는 에디터가 중요한 시대""",1
4578,2021.09.01,"조수용 ""'카카오뷰' 개인이 만드는 미디어…에디터의 시대 왔다""",1
4579,2021.09.01,"카카오페이, 비기술 직군 ‘프로덕트 매니저’ 채용 실시",1
4580,2021.09.01,"조수용 카카오 대표 ""잘 골라주는 '에디터' 중요한 시대 왔다""",1
4581,2021.09.01,"카카오게임즈 ‘프렌즈샷: 누구나골프’, 양대 앱마켓 인기 1위 달성",1
4582,2021.09.01,"카카오페이, 프로덕트 매니저 채용...비기술 직군 첫 공채",1
4583,2021.09.01,"카카오게임즈, '채용연계형 인턴 프로그램' 정식 과정으로 정착 예고",1
4584,2021.09.01,"카카오엔터, 멜론과 합병 완료…스토리·뮤직·미디어 통합 재편",1
4585,2021.09.01,김빠진 인터파크 인수전…야놀자·네이버·카카오 불참,1
4586,2021.09.01,카카오 올라탄 보험사들…빅테크와 협력 빨라진다,1
4587,2021.09.01,"카카오엔터테인먼트, 멜론 합병 완료…1일 공식 출범",1
4588,2021.09.01,"카카오게임즈 ‘프렌즈샷: 누구나골프’, 양대 마켓 인기 순위 1위",1
4589,2021.09.01,"카카오게임즈 ‘프렌즈샷: 누구나골프’, 양대 마켓 인기 순위 1위 달성",1
4590,2021.09.01,'모바일 명품관'으로 거듭난 '카카오톡 선물하기',1
4591,2021.09.01,"현대차증권, 카카오톡 채널 추가시 이모티콘 증정",1
4592,2021.09.01,"카카오게임즈, 채용연계형 인턴 프로그램, 신입 인재 채용 정식 과정으로 정착 예고",1
4593,2021.09.01,"전주시 치매안심센터, 카카오톡 채널 운영",1
4594,2021.09.01,"[IT큐레이션] 상장 돌입 카카오페이, 플랫폼 인사이트 기대 커진다",1
4595,2021.09.01,"카카오페이, 첫 비기술 직군 공채 실시…2021 프로덕트 매니저 채용",1
4596,2021.09.01,공모가 낮춘 카카오페이…기업가치는 더 높아졌다,1
4597,2021.09.01,"[게시판] 카카오톡 선물하기, 명품 남성 브랜드 '제냐' 입점",1
4598,2021.09.01,"[금일 산업계 주요기사] ""스토리-뮤직-미디어 주축 통합 재편"" 카카오엔터테인먼트-멜론 합병 완료…국내 500대 기업 12곳, 86분기 연속 흑자 外",1
4599,2021.09.01,"제일기획, '카카오게임즈 등 고객 보유' 하이브랩 투자‥""디지털 경쟁력 강화""",1
4600,2021.09.02,"카카오벤처스, 에너지 운영관리 기업 '씨드앤'에 5억 투자",1
4601,2021.09.02,카카오도 웹소설 ‘챌린지 리그’ 열었다…네이버와 신인 작가 발굴 경쟁,1
4602,2021.09.02,불스원 차량용 시트 ‘불스원 에어라인’ 카카오메이커스 단독 런칭,1
4603,2021.09.02,"카카오, 글로벌로 진출한다… 카카오엔터-멜론 합병 완료",1
4604,2021.09.02,"""아뿔싸""…우본 1조 블록딜 잘나가던 카카오뱅크 6% 급락",1
4605,2021.09.02,"카카오뱅크, 우정사업본부 1.1조 규모 블록딜에 7% 급락(종합)",1
4606,2021.09.02,"우본, 카카오뱅크 지분 2.9% 블록딜 성공... 1조원대 차익 실현 [마켓인사이트]",1
4607,2021.09.02,"[특징주]카카오뱅크, 우정투자본부 블록딜 여파에 6%대 약세",1
4608,2021.09.02,"[특징주] 카카오뱅크, 우본 1조 지분 블록딜 소식에 7% 약세",1
4609,2021.09.02,물류도 카톡에 '록인'…카카오의 커머스 키우기 잰걸음,1
4610,2021.09.02,"카카오게임즈 ‘이터널리턴’, 신규 캐릭터 ‘다니엘’ 추가",1
4611,2021.09.02,"카카오뱅크, 우정사업본부 블록딜 영향으로 6% 넘게 급락",1
4612,2021.09.02,[시그널] ‘국민주’ 택한 카카오페이···90만원도 120억도 '3주',1
4613,2021.09.02,눈 뜨자마자 카카오톡 확인·택시 호출까지…거인 변신한 카카오,1
4614,2021.09.02,"카카오뱅크, 1조원 규모 블록딜 여파에 장 초반 하락",1
4615,2021.09.02,물류도 카톡에 '록인'…카카오의 커머스 키우기 잰걸음,1
4616,2021.09.02,"우정사업본부, 카카오뱅크 지분 1조원 블록딜…투자자 차익실현 '릴레이'",1
4617,2021.09.02,"코스피, 외인+기관 팔자에 1% 하락 3170선…카카오뱅크 7%↓",1
4618,2021.09.02,"카카오게임즈, '채용연계형 인턴 프로그램'으로 비개발 직군 신입 뽑는다",1
4619,2021.09.02,"코스피, 3200선 아래로…카카오뱅크 급락",1
4620,2021.09.02,"카카오페이, 공모가 낮추고 10월14일 코스피 상장 예정",1
4621,2021.09.02,현대중공업·카카오페이·케이카…9~10월에도 공모주 큰 장,1
4622,2021.09.02,보험도 선물한다…카카오 제휴 늘리는 보험업계,1
4623,2021.09.02,"이루다마케팅, 간편가입 서비스 ‘카카오싱크 연동 대행사’ 선정",1
4624,2021.09.02,"KBS 시사기획 창 ‘진격의 거인, 어디까지 카카오?’ 5일 방송",1
4625,2021.09.02,"카카오톡 쇼핑하기, 22일까지 다다익선 프로모션",1
4626,2021.09.02,상장 앞둔 카카오페이...규제장벽 ‘사르르’,1
4627,2021.09.02,"지브이엠, 카카오커머스에 친환경 옷걸이 공급",1
4628,2021.09.02,"카카오뱅크 '은행업지수' 편입 ""은행주 다시 뛴다""",1
4629,2021.09.02,이마트24 ‘이달의 와인’ 반값 할인…카카오페이 결제 선물 이벤트,1
4630,2021.09.02,"[특징주] 7%대 급락한 카카오뱅크, 외인·기관 수급 엇갈려",1
4631,2021.09.02,"빨간불 뜬 더존비즈온...카카오 소폭 상승, NAVER 소폭 하락",1
4632,2021.09.02,"카카오스타일, 지그재그 가을맞이 할인 프로모션 진행",1
4633,2021.09.02,카카오톡 채널 추가 유도해 주식 리딩방 홍보 피싱 주의,1
4634,2021.09.02,"골프의 낯섦을 카카오프렌즈로 중화하다, '프렌즈샷: 누구나골프'",1
4635,2021.09.02,‘국민지원금’ 네이버앱·카카오톡·토스로 안내,1
4636,2021.09.02,[기자수첩] '구글 갑질'규제법 통과...네이버·카카오가 잊지 말아야 할 것은,1
4637,2021.09.02,"현대차증권, 카카오톡 채널 추가 시 이모티콘 증정 이벤트",1
4638,2021.09.02,"[종합주가지수] 코스피, 3200 밑으로 고꾸라졌다…카카오뱅크 주가 급락 뚜렷",1
4639,2021.09.02,공모가 낮춘 카카오페이…관심 몰리는 세 가지 투자 포인트,1
4640,2021.09.02,"“카카오, 카카오톡 중심의 구독서비스 확장전략 지속”",1
4641,2021.09.02,"“독점 악용 카카오, 매출 20% 수수료 착취""…서울개인택시조합 1인 시위",1
4642,2021.09.02,"네이버-카카오, 블록체인 사업 방향 갈리나",1
4643,2021.09.02,"은행주 약세, 카카오뱅크 7%대 신한금융 하나금융 1%대 하락",1
4644,2021.09.02,[카카오페이 IPO 돋보기] ②결제 넘어 보험까지...금융혁신의 길을 가다,1
4645,2021.09.02,"카카오뱅크 투자로 '잭팟' 터뜨린 국민은행, 지분 매각은?",1
4646,2021.09.02,[업앤다운]은행주 하락...상상인↑·카카오뱅크↓,1
4647,2021.09.02,"(영상)카카오뱅크, 시중은행과 생산성 ‘5천만원’ 초격차",1
4648,2021.09.02,"[더벨][코인사업자 리포트]'카카오 출신' 조정민 밀크 대표, 파트너까지 확장",1
4649,2021.09.02,[오늘 주가마감] 시총 Top5- 삼성전자·SK하이닉스·네이버·카카오·삼성바이오로직스,1
4650,2021.09.09,"규제 이슈에 외국인 매물 폭탄…카카오 · 네이버, 시총 19조↓",1
4651,2021.09.09,위기의 네이버·카카오…주가는 어디로,1
4652,2021.09.09,"금융당국, 네이버·카카오 강한 규제로 돌아서나",1
4653,2021.09.09,"카카오웹툰, 태국 출시 3개월 만에 웹툰플랫폼 매출 1위",1
4654,2021.09.09,"네이버·카카오에 칼 빼든 금융위…""신속한 시정 없을 시 엄정 대응""",1
4655,2021.09.09,카카오·네이버에 칼 빼든 與…플랫폼 갑질방지법 드라이브,1
4656,2021.09.09,카카오·네이버 주가 이틀째 동반 급락…시총 19조 증발,1
4657,2021.09.09,"카카오·네이버, ""문어발 막겠다"" 제동에 시총 19조 '증발'",1
4658,2021.09.09,"與 네이버·카카오 규제 움직임에...靑 ""주도권은 국회, 신중히 논의""",1
4659,2021.09.09,삼성전자 이어 카카오마저 추락… 악재에 휘청이는 대형주,1
4660,2021.09.09,"카카오모빌리티, 국내 첫 80㎞ 장거리 군집주행 시연 나선다",1
4661,2021.09.09,카카오·네이버에 칼 빼든 與…플랫폼 갑질방지법 드라이브,1
4662,2021.09.09,"네이버·카카오 이틀새 시총 18.8조 증발…""빅테크도 동일 규제""",1
4663,2021.09.09,카카오·네이버 주가 이틀째 동반 급락…시총 19조 증발,1
4664,2021.09.09,"카카오·네이버, ""문어발 막겠다"" 제동에 시총 19조 '증발'",1
4665,2021.09.09,카카오·네이버 이틀새 시총 20조 증발…2030 '부글부글',1
4666,2021.09.09,"與 네이버·카카오 규제 움직임에...靑 ""주도권은 국회, 신중히 논의""",1
4667,2021.09.09,"네이버·카카오에 칼 빼든 금융위…""신속한 시정 없을 시 엄정 대응""",1
4668,2021.09.09,삼성전자 이어 카카오마저 추락… 악재에 휘청이는 대형주,1
4669,2021.09.09,"""울고 싶어라"" 네이버 카카오 시총 12조6천억 증발했다…대체 무슨 일?",1
4670,2021.09.09,‘카카오TV 오리지널’ 시청자 최애 드라마 ‘도시남녀의 사랑법’ 예능은?,1
4671,2021.09.09,이틀째 날벼락···카카오 4%대 하락,1
4672,2021.09.09,카카오·네이버 이틀째 울린 '규제 쇼크' 진실은?,1
4673,2021.09.09,규제 이슈에…네이버·카카오 이틀째 ‘곤두박질’,1
4674,2021.09.09,"카카오·네이버, 끝모를 추락…시총 19조 증발 '패닉'",1
4675,2021.09.09,몰려든 악재에 흔들리는 카카오,1
4676,2021.09.09,"네이버·카카오, 플랫폼 규제 우려에 이틀째 급락",1
4677,2021.09.09,[굿모닝] 규제 압박에 카카오·네이버 흔들,1
4678,2021.09.09,"결국 대선 표 때문?…""네이버 카카오 때릴수록 기존사업자 호응""",1
4679,2021.09.09,당 대표 한마디에…거침없던 네이버·카카오 주가 폭락,1
4680,2021.09.09,"[특징주] '규제 우려' 카카오·네이버, 이틀째 하락",1
4681,2021.09.09,"네이버 -7.5조, 카카오 -11조…이틀새 시총 무섭게 사라졌다",1
4682,2021.09.09,하락세 보이는 카카오,1
4683,2021.09.09,[그래픽] 네이버·카카오 주가 추이,1
4684,2021.09.09,"'규제 쇼크'에 빅테크株 급락세 이어지나…""카카오가 더 우려""",1
4685,2021.09.09,"네이버·카카오 주가 '폭락의 날', 증권가 ""이건 너무 과하다""",1
4686,2021.09.09,"네이버·카카오, 외인 줄행랑에 개미는 '줍줍'…승자는?",1
4687,2021.09.09,[시황종합]'네 마녀의 날' 코스피 1.5%↓ 3110선…카카오 또 7%↓,1
4688,2021.09.09,상임위별 타깃된 카카오 김범수…국감 최대 쟁점,1
4689,2021.09.09,[핫스탁]카카오·아모레퍼시픽·에코프로비엠(종합),1
4690,2021.09.09,與 대표 한마디에…시총 20조 날아간 네이버·카카오 [조미현의 국회 삐뚤게 보기],1
4691,2021.09.09,"""팔아도 너무 팔아""…외인들 네이버·카카오에서 '중국 악몽' 봤다",1
4692,2021.09.09,네이버·카카오 주가 하락 여파…환율 상승 마감,1
4693,2021.09.09,"코스피, 3일째 하락 출발하며 '3150선'…카카오 이틀째 ↓",1
4694,2021.09.09,"[생생경제] 네이버,카카오 급락.. 지금이 매수 기회? 성급한 판단일 수도",1
4695,2021.09.09,[따져보니] 카카오·네이버 공격적 확장 논란,1
4696,2021.09.09,[그래픽] 네이버·카카오 주가 추이,1
4697,2021.09.09,‘거침없는 확장’에 심판대 오른 ‘네이버·카카오’,1
4698,2021.09.09,"""독점·문어발 확장""‥네이버·카카오 규제 본격화?",1
4699,2021.09.09,카카오 오늘도 7% 넘게 급락…규제 공포에 ‘네카’ 이틀 새 19조 증발,1
4700,2021.09.23,"카카오뱅크, 고객수 1700만 돌파…40대 이상 고객이 '절반'",1
4701,2021.09.23,돌아온 LG화학 시총 5위 탈환… 밀려난 카카오 6위도 불안,1
4702,2021.09.23,"카카오 계열사, 5년만에 162% 증가…45개에서 118개로",1
4703,2021.09.23,개인 공매도 금액 41% 늘었다...1위 카카오,1
4704,2021.09.23,상생안 내놨지만 대리기사들과 법정다툼은 계속되는 카카오,1
4705,2021.09.23,쑥쑥 크는 4050 '카뱅족'…카카오뱅크 고객 1700만명 돌파,1
